domain,inference_ms_median,loss,num_samples,point,projection,scene
matrixgame2_demo_recorded,2.0337895257398486,0.6161439418792725,1,0.46181783080101013,0.03286406397819519,gta_drive
matrixgame2_demo_recorded,2.234660991234705,0.19028134644031525,1,0.06674948334693909,0.026843314990401268,temple_run
matrixgame2_demo_recorded,2.0368298476872346,0.312828650077184,3,0.19133164485295615,0.02424430412550767,universal
